price,mileage,color,model,engine,specs,bodytype,city
"$36,373 ","Mileage: 16,763 miles",Black,2015 Jeep Wrangler Rubicon,6 Cyl,"Used 2015 Jeep Wrangler Rubicon with 4WD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats",SUV,Seattle
"$39,999 ",Mileage: 207 miles,Black,2016 BMW 5 Series 528i,4 Cyl,"Used 2016 BMW 5 Series 528i with RWD, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Power Steering, Power Windows",Sedan,Seattle
"$8,999 ","Mileage: 74,023 miles",Silver,2013 Scion tC,4 Cyl,"Used 2013 Scion tC with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering, AM/FM, Trip Computer, Intermittent Wipers",Hatchback,Seattle
"$18,988 ","Mileage: 4,565 miles",Gray,2016 Honda Accord LX,4 Cyl,"Used 2016 Honda Accord LX with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows",Sedan,Seattle
"$29,990 ","Mileage: 43,449 miles",Black,2013 Toyota Highlander Limited,6 Cyl,"Used 2013 Toyota Highlander Limited with 4WD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc)",SUV,Seattle
"$14,975 ","Mileage: 17,651 miles",Green,2014 Mini Cooper Countryman,4 Cyl,"Used 2014 Mini Cooper Countryman with FWD, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows",SUV,Seattle
"$19,960 ","Mileage: 20,292 miles",Black,2017 Ford Escape SE,4 Cyl,"Used 2017 Ford Escape SE with 4WD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio",SUV,Seattle
"$21,955 ","Mileage: 57,533 miles",Silver,2014 Subaru Outback 3.6R Limited,6 Cyl,"Used 2014 Subaru Outback 3.6R Limited with AWD, Leather Seats, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, Power Windows",Wagon,Seattle
"$17,314 ","Mileage: 22,992 miles",Burgundy,2015 GMC Terrain SLE,4 Cyl,"Used 2015 GMC Terrain SLE with FWD, Fog Lights, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats",SUV,Seattle
"$19,792 ","Mileage: 3,105 miles",Black,2017 Ford Fusion SE,4 Cyl,"Used 2017 Ford Fusion SE with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats",Sedan,Seattle
"$33,955 ","Mileage: 18,101 miles",White,2016 Ram 2500 Tradesman,8 Cyl,"Used 2016 Ram 2500 Tradesman with 4WD, Cruise Control, Split/Folding Seats, Power Windows, AM/FM, Trip Computer, Intermittent Wipers, Power Locks, Front Airbags (Driver)",Pickup,Seattle
"$16,775 ","Mileage: 48,373 miles",Unspecified,2013 Hyundai Genesis,4 Cyl,"Used 2013 Hyundai Genesis with RWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering, Power Windows",Coupe,Seattle
"$12,894 ","Mileage: 11,712 miles",White,2014 Chevrolet Cruze LT,4 Cyl,"Used 2014 Chevrolet Cruze LT with FWD, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Power Steering, Power Windows",Sedan,Seattle
"$10,950 ","Mileage: 50,583 miles",Blue,2014 Honda Insight,4 Cyl,"Used 2014 Honda Insight with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, Power Steering, Power Windows, AM/FM, Intermittent Wipers, Power Locks, Rear Window Defroster",Hatchback,Seattle
